CompanyName;FirstName;LastName;Address;Country;OrderID;OrderDate;RequiredDate;ShippedDate;Freight;UnitPrice;Quantity;ProductName;NumInStore
Catfood Inv;Thomas;Hardy;120 Hanover Sq;UK;10864;2001-05-17;2001-06-14;2001-05-24;3;26;18;Laughing Lumberjack Lager;3000
HILARIÓN-Abastos;Carlos;Hernández;Carrera 22 con Ave Carlos Soublette #8-35;Venezuela;10863;2001-05-17;2001-06-14;2001-06-01;30;29;23;Te från himlen;5000
HILARIÓN-Abastos;Carlos;Hernández;Carrera 22 con Ave Carlos Soublette #8-35;Venezuela;10863;2001-05-17;2001-06-14;2001-06-01;30;26;15;Escargots de Bourgogne;800
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10865;2001-05-17;2001-05-31;2001-05-27;348;226;63;Côte de Blaye;67
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10865;2001-05-17;2001-05-31;2001-05-27;348;29;83;Chartreuse verte;36
Lehmanns Marktstand;Renate;Messner;Magazinweg 7;Germany;10862;2001-05-14;2001-06-25;2001-05-17;53;29;28;Queso Cabrales;780
Lehmanns Marktstand;Renate;Messner;Magazinweg 7;Germany;10862;2001-05-14;2001-06-25;2001-05-17;53;21;11;Filo Mix;78
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10861;2001-05-14;2001-06-11;2001-06-01;15;65;23;Carnarvon Tigers;12
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10861;2001-05-14;2001-06-11;2001-06-01;15;54;6;Tarte au sucre;300
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10861;2001-05-14;2001-06-11;2001-06-01;15;46;45;Alice Mutton;44
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10861;2001-05-14;2001-06-11;2001-06-01;15;23;43;Sir Rodney´s Scones;800
White Clover Markets;Karl;Jablonski;305 - 14th Ave Suite 3B;USA;10861;2001-05-14;2001-06-11;2001-06-01;15;17;38;Geitost;789
France restauration;Carine;Schmitt;54, rue Royale;France;10860;2001-05-13;2001-06-10;2001-05-19;19;57;6;Manjimup Dried Apples;566
France restauration;Carine;Schmitt;54, rue Royale;France;10860;2001-05-13;2001-06-10;2001-05-19;19;29;23;Lakkalikööri;2000
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10859;2001-05-13;2001-06-10;2001-05-17;76;42;33;Wimmers gute Semmelknödel;888
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10859;2001-05-13;2001-06-10;2001-05-17;76;21;38;Tourtière;780
Frankenversand;Peter;Franken;Berliner Platz 43;Germany;10859;2001-05-13;2001-06-10;2001-05-17;76;19;43;Guaraná Fantástica;2678
La corne d´abondance;Daniel;Tonini;67, avenue de l´Europe;France;10858;2001-05-13;2001-06-10;2001-05-18;53;50;13;Schoggi Schokolade;245
La corne d´abondance;Daniel;Tonini;67, avenue de l´Europe;France;10858;2001-05-13;2001-06-10;2001-05-18;53;39;8;Uncle Bob´s Organic Dried Pears;2355
La corne d´abondance;Daniel;Tonini;67, avenue de l´Europe;France;10858;2001-05-13;2001-06-10;2001-05-18;53;27;7;Outback Lager;2300
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10856;2001-05-12;2001-06-09;2001-05-25;58;30;23;Sill;290
Antonio Moreno Taquería;Antonio;Moreno;Mataderos  2312;Mexico;10856;2001-05-12;2001-06-09;2001-05-25;58;25;23;Singaporean Hokkien Fried Mee;0
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10857;2001-05-12;2001-06-09;2001-05-21;189;114;13;Thüringer Rostbratwurst;200
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10857;2001-05-12;2001-06-09;2001-05-21;189;40;38;Gumbär Gummibärchen;778
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10857;2001-05-12;2001-06-09;2001-05-21;189;23;33;Aniseed Syrup;120
Blauer See Delikatessen;Hanna;Moos;Forsterstr 57;Germany;10853;2001-05-11;2001-06-08;2001-05-18;54;65;13;Carnarvon Tigers;12
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10854;2001-05-11;2001-06-08;2001-05-20;100;40;103;Sushi;257
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10854;2001-05-11;2001-06-08;2001-05-20;100;20;68;Bröd;230
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10855;2001-05-11;2001-06-08;2001-05-19;171;45;27;Gnocchi di nonna Alice;980
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10855;2001-05-11;2001-06-08;2001-05-19;171;32;18;Louisiana Fiery Hot Pepper Sauce;890
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10855;2001-05-11;2001-06-08;2001-05-19;171;29;53;Pavlova;2400
Old World Delicatessen;Rene;Phillips;2743 Bering St;USA;10855;2001-05-11;2001-06-08;2001-05-19;171;25;17;Gorgonzola Telino;653
Rattlesnake Canyon Grocery;Paula;Wilson;2817 Milton Dr;USA;10852;2001-05-10;2001-05-24;2001-05-14;174;54;53;Tarte au sucre;300
Rattlesnake Canyon Grocery;Paula;Wilson;2817 Milton Dr;USA;10852;2001-05-10;2001-05-24;2001-05-14;174;46;9;Alice Mutton;44
Rattlesnake Canyon Grocery;Paula;Wilson;2817 Milton Dr;USA;10852;2001-05-10;2001-05-24;2001-05-14;174;30;18;Sill;290
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10851;2001-05-10;2001-06-07;2001-05-17;161;59;45;Raclette Courdavault;766
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10851;2001-05-10;2001-06-07;2001-05-17;161;31;13;Ravioli Angelo;443
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10851;2001-05-10;2001-06-07;2001-05-17;161;30;8;Sill;290
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10851;2001-05-10;2001-06-07;2001-05-17;161;26;13;NuNuCa Nuß-Nougat-Creme;2433
Consolidated Holdings;Elizabeth;Brown;Berkeley Gardens 12  Brewery;UK;10848;2001-05-07;2001-06-04;2001-05-13;38;93;6;Mishi Kobe Niku;384
Consolidated Holdings;Elizabeth;Brown;Berkeley Gardens 12  Brewery;UK;10848;2001-05-07;2001-06-04;2001-05-13;38;32;33;Chef Anton´s Gumbo Mix;1123
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10849;2001-05-07;2001-06-04;2001-05-14;1;40;21;Gumbär Gummibärchen;778
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10849;2001-05-07;2001-06-04;2001-05-14;1;23;52;Aniseed Syrup;120
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10850;2001-05-07;2001-06-18;2001-05-14;49;27;33;Outback Lager;2300
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10850;2001-05-07;2001-06-18;2001-05-14;49;26;23;NuNuCa Nuß-Nougat-Creme;2433
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10850;2001-05-07;2001-06-18;2001-05-14;49;17;7;Geitost;789
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;42;48;Camembert Pierrot;55
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;36;63;Gravad lax;800
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;32;58;Fløtemysost;445
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;29;83;Te från himlen;5000
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;23;39;Røgede sild;566
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10847;2001-05-06;2001-05-20;2001-05-25;488;22;15;Teatime Chocolate Biscuits;4000
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10846;2001-05-06;2001-06-17;2001-05-07;56;33;24;Chef Anton´s Cajun Seasoning;1200
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10846;2001-05-06;2001-06-17;2001-05-07;56;27;33;Outback Lager;2300
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10846;2001-05-06;2001-06-17;2001-05-07;56;23;23;Longlife Tofu;388
Piccolo und mehr;Georg;Pipps;Geislweg 14;Austria;10844;2001-05-05;2001-06-02;2001-05-10;25;32;38;Gustaf´s Knäckebröd;869
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10845;2001-05-05;2001-05-19;2001-05-14;213;42;51;Wimmers gute Semmelknödel;888
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10845;2001-05-05;2001-05-19;2001-05-14;213;29;28;Steeleye Stout;3400
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10845;2001-05-05;2001-05-19;2001-05-14;213;26;63;Escargots de Bourgogne;800
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10845;2001-05-05;2001-05-19;2001-05-14;213;25;45;Singaporean Hokkien Fried Mee;0
QUICK-Stop;Horst;Kloss;Taucherstraße 10;Germany;10845;2001-05-05;2001-05-19;2001-05-14;213;22;73;Tunnbröd;0
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10843;2001-05-05;2001-06-02;2001-05-10;9;57;7;Manjimup Dried Apples;566
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10841;2001-05-04;2001-06-01;2001-05-13;424;59;53;Raclette Courdavault;766
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10841;2001-05-04;2001-06-01;2001-05-13;424;45;33;Gnocchi di nonna Alice;980
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10841;2001-05-04;2001-06-01;2001-05-13;424;40;19;Sushi;257
Suprêmes délices;Pascale;Cartrain;Boulevard Tirou, 255;Belgium;10841;2001-05-04;2001-06-01;2001-05-13;424;25;18;Original Frankfurter grüne Soße;944
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10842;2001-05-04;2001-06-01;2001-05-13;54;52;8;Ipoh Coffee;2456
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10842;2001-05-04;2001-06-01;2001-05-13;54;29;18;Queso Cabrales;780
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10842;2001-05-04;2001-06-01;2001-05-13;54;27;15;Outback Lager;2300
Tortuga Restaurante;Miguel;Angel Paolino;Avda Azteca 123;Mexico;10842;2001-05-04;2001-06-01;2001-05-13;54;25;23;Scottish Longbreads;5000
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10840;2001-05-03;2001-06-14;2001-05-31;3;29;13;Chartreuse verte;36
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10840;2001-05-03;2001-06-14;2001-05-31;3;26;9;NuNuCa Nuß-Nougat-Creme;2433
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10838;2001-05-03;2001-05-31;2001-05-07;59;65;28;Carnarvon Tigers;12
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10838;2001-05-03;2001-05-31;2001-05-07;59;30;53;Inlagd Sill;443
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10838;2001-05-03;2001-05-31;2001-05-07;59;29;7;Te från himlen;5000
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10839;2001-05-03;2001-05-31;2001-05-06;35;50;18;Mozzarella di Giovanni;576
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10839;2001-05-03;2001-05-31;2001-05-06;35;26;33;Escargots de Bourgogne;800
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10836;2001-04-30;2001-05-28;2001-05-05;412;42;33;Wimmers gute Semmelknödel;888
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10836;2001-04-30;2001-05-28;2001-05-05;412;42;63;Camembert Pierrot;55
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10836;2001-04-30;2001-05-28;2001-05-05;412;32;55;Gustaf´s Knäckebröd;869
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10836;2001-04-30;2001-05-28;2001-05-05;412;31;27;Ravioli Angelo;443
Ernst Handel;Roland;Mendel;Kirchgasse 6;Austria;10836;2001-04-30;2001-05-28;2001-05-05;412;29;9;Steeleye Stout;3400
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10837;2001-04-30;2001-05-28;2001-05-07;13;30;28;Boston Crab Meat;21
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10837;2001-04-30;2001-05-28;2001-05-07;13;29;24;Lakkalikööri;2000
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10837;2001-04-30;2001-05-28;2001-05-07;13;23;43;Zaanse koeken;8
Sillmästaren AB;Christina;Berglund;Berguvsvägen  8;Sweden;10837;2001-04-30;2001-05-28;2001-05-07;13;20;9;Bröd;230
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10835;2001-04-29;2001-05-27;2001-05-05;70;59;18;Raclette Courdavault;766
Nisses Mataffär;Maria;Anders;Obere Str 57;Sweden;10835;2001-04-29;2001-05-27;2001-05-05;70;25;5;Original Frankfurter grüne Soße;944
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10833;2001-04-29;2001-05-27;2001-05-07;71;41;12;Perth Pasties;500
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10833;2001-04-29;2001-05-27;2001-05-07;71;39;23;Uncle Bob´s Organic Dried Pears;2355
Ottilies Käseladen;Henriette;Pfalzheim;Mehrheimerstr 369;Germany;10833;2001-04-29;2001-05-27;2001-05-07;71;25;12;Gorgonzola Telino;653
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10834;2001-04-29;2001-05-27;2001-05-03;30;114;11;Thüringer Rostbratwurst;200
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10834;2001-04-29;2001-05-27;2001-05-03;30;36;23;Nord-Ost Matjeshering;662
La maison d´Asie;Annette;Roulet;1 rue Alsace-Lorraine;France;10832;2001-04-28;2001-05-26;2001-05-03;43;42;6;Wimmers gute Semmelknödel;888
La maison d´Asie;Annette;Roulet;1 rue Alsace-Lorraine;France;10832;2001-04-28;2001-05-26;2001-05-03;43;31;19;Gula Malacca;995
La maison d´Asie;Annette;Roulet;1 rue Alsace-Lorraine;France;10832;2001-04-28;2001-05-26;2001-05-03;43;26;13;NuNuCa Nuß-Nougat-Creme;2433
La maison d´Asie;Annette;Roulet;1 rue Alsace-Lorraine;France;10832;2001-04-28;2001-05-26;2001-05-03;43;20;6;Bröd;230
Santé Gourmet;Jonas;Bergulfsen;Erling Skakkes gate 78;Norway;10831;2001-04-28;2001-05-26;2001-05-07;72;226;11;Côte de Blaye;67
Santé Gourmet;Jonas;Bergulfsen;Erling Skakkes gate 78;Norway;10831;2001-04-28;2001-05-26;2001-05-07;72;52;12;Ipoh Coffee;2456
Santé Gourmet;Jonas;Bergulfsen;Erling Skakkes gate 78;Norway;10831;2001-04-28;2001-05-26;2001-05-07;72;29;11;Steeleye Stout;3400
Santé Gourmet;Jonas;Bergulfsen;Erling Skakkes gate 78;Norway;10831;2001-04-28;2001-05-26;2001-05-07;72;22;5;Teatime Chocolate Biscuits;4000
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10829;2001-04-27;2001-05-25;2001-05-07;155;47;23;Northwoods Cranberry Sauce;8990
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10829;2001-04-27;2001-05-25;2001-05-07;155;42;24;Camembert Pierrot;55
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10829;2001-04-27;2001-05-25;2001-05-07;155;30;13;Sill;290
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10829;2001-04-27;2001-05-25;2001-05-07;155;20;13;Bröd;230
Rancho grande;Sergio;Gutiérrez;Av del Libertador 900;Argentina;10828;2001-04-27;2001-05-11;2001-05-19;91;226;5;Côte de Blaye;67
Rancho grande;Sergio;Gutiérrez;Av del Libertador 900;Argentina;10828;2001-04-27;2001-05-11;2001-05-19;91;80;8;Sir Rodney´s Marmalade;268
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10830;2001-04-27;2001-06-08;2001-05-05;82;42;33;Camembert Pierrot;55
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10830;2001-04-27;2001-06-08;2001-05-05;82;35;9;Grandma´s Boysenberry Spread;489
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10830;2001-04-27;2001-06-08;2001-05-05;82;29;31;Chartreuse verte;36
Tradição Hipermercados;Anabela;Domingues;Av Inês de Castro, 414;Brazil;10830;2001-04-27;2001-06-08;2001-05-05;82;25;27;Scottish Longbreads;5000
Blondel père et fils;Frédérique;Citeaux;24, place Kléber;France;10826;2001-04-26;2001-05-24;2001-05-21;7;31;18;Ravioli Angelo;443
Blondel père et fils;Frédérique;Citeaux;24, place Kléber;France;10826;2001-04-26;2001-05-24;2001-05-21;7;25;38;Gorgonzola Telino;653
Trocadero;Laurence;Lebihan;12, rue des Bouchers;France;10827;2001-04-26;2001-05-10;2001-05-21;64;40;18;Sushi;257
Trocadero;Laurence;Lebihan;12, rue des Bouchers;France;10827;2001-04-26;2001-05-10;2001-05-21;64;29;24;Chartreuse verte;36
Drachenblut Delikatessen;Sven;Ottlieb;Walserweg 21;Germany;10825;2001-04-23;2001-05-21;2001-04-28;79;41;23;Perth Pasties;500
Drachenblut Delikatessen;Sven;Ottlieb;Walserweg 21;Germany;10825;2001-04-23;2001-05-21;2001-04-28;79;40;15;Gumbär Gummibärchen;778
Folk och fä HB;Maria;Larsson;Åkergatan 24;Sweden;10824;2001-04-23;2001-05-21;2001-05-14;1;27;12;Outback Lager;2300
Folk och fä HB;Maria;Larsson;Åkergatan 24;Sweden;10824;2001-04-23;2001-05-21;2001-05-14;1;23;15;Jack´s New England Clam Chowder;734
LILA-Supermercado;Carlos;González;Carrera 52 con Ave Bolívar #65-98 Llano Largo;Venezuela;10823;2001-04-23;2001-05-21;2001-04-27;164;59;43;Raclette Courdavault;766
LILA-Supermercado;Carlos;González;Carrera 52 con Ave Bolívar #65-98 Llano Largo;Venezuela;10823;2001-04-23;2001-05-21;2001-04-27;164;31;18;Ravioli Angelo;443
LILA-Supermercado;Carlos;González;Carrera 52 con Ave Bolívar #65-98 Llano Largo;Venezuela;10823;2001-04-23;2001-05-21;2001-04-27;164;29;23;Queso Cabrales;780
LILA-Supermercado;Carlos;González;Carrera 52 con Ave Bolívar #65-98 Llano Largo;Venezuela;10823;2001-04-23;2001-05-21;2001-04-27;164;25;18;Original Frankfurter grüne Soße;944
Split Rail Beer & Ale;Art;Braunschweiger;PO Box 555;USA;10821;2001-04-22;2001-05-20;2001-04-29;37;57;9;Manjimup Dried Apples;566
Split Rail Beer & Ale;Art;Braunschweiger;PO Box 555;USA;10821;2001-04-22;2001-05-20;2001-04-29;37;29;23;Steeleye Stout;3400
Trail´s Head Gourmet Provisioners;Helvetius;Nagy;722 DaVinci Blvd;USA;10822;2001-04-22;2001-05-20;2001-04-30;7;54;6;Tarte au sucre;300
Trail´s Head Gourmet Provisioners;Helvetius;Nagy;722 DaVinci Blvd;USA;10822;2001-04-22;2001-05-20;2001-04-30;7;27;9;Outback Lager;2300
Cactus Comidas para llevar;Patricio;Simpson;Cerrito 333;Argentina;10819;2001-04-21;2001-05-19;2001-04-30;20;52;10;Ipoh Coffee;2456
Cactus Comidas para llevar;Patricio;Simpson;Cerrito 333;Argentina;10819;2001-04-21;2001-05-19;2001-04-30;20;21;23;Rhönbräu Klosterbier;667
Magazzini Alimentari Riuniti;Giovanni;Rovelli;Via Ludovico il Moro 22;Italy;10818;2001-04-21;2001-05-19;2001-04-26;65;41;23;Mascarpone Fabioli;779
Magazzini Alimentari Riuniti;Giovanni;Rovelli;Via Ludovico il Moro 22;Italy;10818;2001-04-21;2001-05-19;2001-04-26;65;23;23;Jack´s New England Clam Chowder;734
Rattlesnake Canyon Grocery;Paula;Wilson;2817 Milton Dr;USA;10820;2001-04-21;2001-05-19;2001-04-27;38;45;33;Gnocchi di nonna Alice;980
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10816;2001-04-20;2001-05-18;2001-05-19;720;226;33;Côte de Blaye;67
Great Lakes Food Market;Howard;Snyder;2732 Baker Blvd;USA;10816;2001-04-20;2001-05-18;2001-05-19;720;54;23;Tarte au sucre;300
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10817;2001-04-20;2001-05-04;2001-04-27;306;226;33;Côte de Blaye;67
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10817;2001-04-20;2001-05-04;2001-04-27;306;54;28;Tarte au sucre;300
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10817;2001-04-20;2001-05-04;2001-04-27;306;40;43;Gumbär Gummibärchen;778
Königlich Essen;Philip;Cramer;Maubelstr 90;Germany;10817;2001-04-20;2001-05-04;2001-04-27;306;30;63;Boston Crab Meat;21
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10813;2001-04-19;2001-05-17;2001-04-23;47;30;15;Sill;290
Ricardo Adocicados;Janete;Limeira;Av Copacabana, 267;Brazil;10813;2001-04-19;2001-05-17;2001-04-23;47;25;38;Spegesild;790
Save-a-lot Markets;Jose;Pavarotti;187 Suffolk Ln;USA;10815;2001-04-19;2001-05-17;2001-04-28;15;17;19;Geitost;789
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10814;2001-04-19;2001-05-17;2001-04-28;131;52;23;Ipoh Coffee;2456
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10814;2001-04-19;2001-05-17;2001-04-28;131;38;33;Sirop d´érable;1300
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10814;2001-04-19;2001-05-17;2001-04-28;131;25;11;Chocolade;550
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10814;2001-04-19;2001-05-17;2001-04-28;131;23;23;Jack´s New England Clam Chowder;734
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10811;2001-04-16;2001-05-14;2001-04-22;31;30;33;Boston Crab Meat;21
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10811;2001-04-16;2001-05-14;2001-04-22;31;22;21;Tunnbröd;0
LINO-Delicateses;Felipe;Izquierdo;Ave 5 de Mayo Porlamar;Venezuela;10811;2001-04-16;2001-05-14;2001-04-22;31;22;18;Teatime Chocolate Biscuits;4000
Reggiani Caseifici;Maurizio;Moroni;Strada Provinciale 124;Italy;10812;2001-04-16;2001-05-14;2001-04-26;60;50;43;Mozzarella di Giovanni;576
Reggiani Caseifici;Maurizio;Moroni;Strada Provinciale 124;Italy;10812;2001-04-16;2001-05-14;2001-04-26;60;25;23;Original Frankfurter grüne Soße;944
Reggiani Caseifici;Maurizio;Moroni;Strada Provinciale 124;Italy;10812;2001-04-16;2001-05-14;2001-04-26;60;25;19;Gorgonzola Telino;653
Laughing Bacchus Wine Cellars;Yoshi;Tannamuri;1900 Oak St;Canada;10810;2001-04-15;2001-05-13;2001-04-21;4;27;8;Outback Lager;2300
Laughing Bacchus Wine Cellars;Yoshi;Tannamuri;1900 Oak St;Canada;10810;2001-04-15;2001-05-13;2001-04-21;4;26;8;NuNuCa Nuß-Nougat-Creme;2433
Laughing Bacchus Wine Cellars;Yoshi;Tannamuri;1900 Oak St;Canada;10810;2001-04-15;2001-05-13;2001-04-21;4;20;10;Bröd;230
Princesa Isabel Vinhos;Isabel;de Castro;Estrada da saúde n 58;Portugal;10808;2001-04-15;2001-05-13;2001-04-23;46;45;23;Gnocchi di nonna Alice;980
Princesa Isabel Vinhos;Isabel;de Castro;Estrada da saúde n 58;Portugal;10808;2001-04-15;2001-05-13;2001-04-23;46;29;53;Lakkalikööri;2000
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10809;2001-04-15;2001-05-13;2001-04-21;5;21;23;Filo Mix;78
Franchi SpA;Paolo;Accorti;Via Monte Bianco 34;Italy;10807;2001-04-14;2001-05-12;2001-05-14;1;30;4;Boston Crab Meat;21
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10806;2001-04-14;2001-05-12;2001-04-19;22;32;5;Louisiana Fiery Hot Pepper Sauce;890
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10806;2001-04-14;2001-05-12;2001-04-19;22;30;23;Sill;290
Victuailles en stock;Mary;Saveley;2, rue du Commerce;France;10806;2001-04-14;2001-05-12;2001-04-19;22;23;18;Longlife Tofu;388
Seven Seas Imports;Hari;Kumar;90 Wadhurst Rd;UK;10804;2001-04-13;2001-05-11;2001-04-21;27;51;27;Rössle Sauerkraut;88
Seven Seas Imports;Hari;Kumar;90 Wadhurst Rd;UK;10804;2001-04-13;2001-05-11;2001-04-21;27;40;39;Sushi;257
Seven Seas Imports;Hari;Kumar;90 Wadhurst Rd;UK;10804;2001-04-13;2001-05-11;2001-04-21;27;31;7;Maxilaku;489
The Big Cheese;Liz;Nixon;89 Jefferson Way Suite 2;USA;10805;2001-04-13;2001-05-11;2001-04-23;237;226;13;Côte de Blaye;67
The Big Cheese;Liz;Nixon;89 Jefferson Way Suite 2;USA;10805;2001-04-13;2001-05-11;2001-04-23;237;26;13;Sasquatch Ale;2560
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10803;2001-04-13;2001-05-11;2001-04-20;55;59;18;Raclette Courdavault;766
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10803;2001-04-13;2001-05-11;2001-04-20;55;26;18;NuNuCa Nuß-Nougat-Creme;2433
Wellington Importadora;Paula;Parente;Rua do Mercado, 12;Brazil;10803;2001-04-13;2001-05-11;2001-04-20;55;22;27;Teatime Chocolate Biscuits;4000
Bólido Comidas preparadas;Martín;Sommer;C/ Araquil, 67;Spain;10801;2001-04-12;2001-05-10;2001-04-14;97;114;23;Thüringer Rostbratwurst;200
Bólido Comidas preparadas;Martín;Sommer;C/ Araquil, 67;Spain;10801;2001-04-12;2001-05-10;2001-04-14;97;46;43;Alice Mutton;44
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10802;2001-04-12;2001-05-10;2001-04-16;257;57;33;Manjimup Dried Apples;566
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10802;2001-04-12;2001-05-10;2001-04-16;257;54;8;Tarte au sucre;300
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10802;2001-04-12;2001-05-10;2001-04-16;257;36;28;Nord-Ost Matjeshering;662
Simons bistro;Jytte;Petersen;Vinbæltet 34;Denmark;10802;2001-04-12;2001-05-10;2001-04-16;257;34;63;Pâté chinois;1600
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10798;2001-04-09;2001-05-07;2001-04-19;2;54;5;Tarte au sucre;300
Island Trading;Helen;Bennett;Garden House Crowther Way;UK;10798;2001-04-09;2001-05-07;2001-04-19;2;50;13;Mozzarella di Giovanni;576
