CustomerID;CustomerName;ContactFirstName;ContactLastName;ContactTitle;ContactPosition;LastYearsSales;Address1;Address2;City;Region;Country;PostalCode;Email;WebSite;Phone;Fax
119;Ride_Down_A_Mountain;Janet;Xavier;Ms;Sales_Agent;1570;5400_Cliff_Avenue;Ingen;Kansas_City;KS;USA;64152;Xavier@yokohamabiking.com;http://www.crystaldecisions.com;913-943-3044;913-944-8922
120;Bikes_R_Us;Wil;Do;Mr;Sales_Agent;8159;201_Lloyd_Drive;Ingen;Lexington;KY;USA;40503;Do@.com@nogoya.com;http://www.crystaldecisions.com;606-771-9020;606-772-9020
121;Caledonia_Cycle;Martin;Caledonia;Mr;Owner;27;4302_233rd_Street_West;Ingen;New_Orleans;LA;USA;70121;Caledonia@totoryken.com;http://www.crystaldecisions.com;318-669-2323;318-668-2323
122;First_Gear;Xena;Renfrew;Miss;Owner;2827;329_Fernando_Court;Ingen;Baltimore;MD;USA;21228;Renfrew@nishmotosports.com;http://www.crystaldecisions.com;301-233-9010;301-233-7402
123;One_Track_Mind;Gordy;Camel;Mr;Sales_Agent;47;776_Castle_Road;Suite_100;Bangor;ME;USA;4401;Camel@bendaimountain.com;http://www.crystaldecisions.com;207-881-7293;207-881-2990
124;Biking_Heaven;Jules;Renquist;Ms;Sales_Agent;11553;870_Oriole_Drive_East;Ingen;St._Louis;MO;USA;63119;Renquist@nairobisports.com;http://www.crystaldecisions.com;314-201-2044;314-201-2045
125;Family_Biking_Center;Vlad;Spiers;Mr;Sales_Associate;355;5446_California_Avenue_West;Ingen;Jackson;MS;USA;39213;Spiers@eurocycle.com;http://www.crystaldecisions.com;601-344-0292;601-345-0292
126;World_Of_Tires;Danielle;Rubens;Miss;Owner;414;170_Mountainview_Street;Suite_25;Helena;MT;USA;59601;Rubens@klcc.com;http://www.crystaldecisions.com;406-887-2040;406-887-2050
127;Oympic_Bikes;Aaron;Zalapski;Mr;Sales_Manager;1036;4311_Elm_Drive;Ingen;Raleigh;NC;USA;27701;Zalapski@bialex.com;http://www.crystaldecisions.com;919-301-5019;919-301-5020
128;Bikes,_Trikes_and_Rollerblades;Glenda;Donnatelli;Ms;Owner;47;12_Gordon_Drive;Suite_330;Fargo;ND;USA;58103;Donnatelli@geu.com;http://www.crystaldecisions.com;701-798-9122;701-799-9125
129;Tears_For_Gears;Samuel;Quaid;Mr;Owner;47;1508_Renton_Street;Ingen;Lincoln;NE;USA;68521;Quaid@dmcity.com;http://www.crystaldecisions.com;402-697-7203;402-698-7203
130;Bombay_Bicycle_Club;Scott;Boswell;Mr;Sales_Associate;14039;421_West_Orca_Street;Ingen;Portsmouth;NH;USA;3103;Boswell@tla.com;http://www.crystaldecisions.com;603-957-4932;603-957-4940
131;Biking_Bums;Bobby;Bigglesworth;Mr;Sales_Representative;2782;32011_Los_Osos_Boulevard;Suite_790;Taos;NM;USA;87505;Bigglesworth@bdmc.com;http://www.crystaldecisions.com;505-554-5454;505-554-5809
132;7_Bikes_For_7_Brothers;Brent;Cogswell;Mr;Sales_Manager;8820;52779_Xavier_Boulevard;Ingen;Las_Vegas;NV;USA;89102;Cogswell@tlmonterrey.com;http://www.crystaldecisions.com;702-970-6155;702-970-5517
133;Against_The_Wind_Bikes;Zak;Davis;Mr;Sales_Manager;2409;5302_Freedom_Way;Ingen;Rome;NY;USA;14817;Davis@ucycle.com;http://www.crystaldecisions.com;607-901-2175;607-901-2177
134;Hangin´_Two;Jack;Trueman;Mr;Owner;73;89_Westerly_Street;Ingen;Tulsa;OK;USA;74103;Trueman@ksports.com;http://www.crystaldecisions.com;580-560-0293;580-560-2932
135;Going_in_Circles;Kent;Estes;Mr;Sales_Manager;7646;42011_Sullivan_Road;Ingen;Columbia;SC;USA;29201;Estes@cccycle.com;http://www.crystaldecisions.com;843-721-9013;843-727-9203
136;Off_Road_Bikes;Swoozie;Fantermyer;Ms;Owner;141;225_West_Luxman_Road;Suite_120;Pierre;SD;USA;52115;Fantermyer@mountainview.com;http://www.crystaldecisions.com;605-201-6322;605-201-9901
137;Cyclists_for_Life;Brenda;Trent;Ms;Owner;10605;666_Frederick_Court;Ingen;Memphis;TN;USA;38103;Trent@sportsfever.com;http://www.crystaldecisions.com;910-244-5670;910-246-2042
138;Discount_Bikes;Andrea;Dixon;Ms;Sales_Manager;1103;3100_Tower_Street;Ingen;Salt_Lake_City;UT;USA;84144;Dixon@beachtrails.com;http://www.crystaldecisions.com;801-446-9300;801-446-9301
139;Canadian_Bikes,_Eh;Bob;Tuque;Mr;Owner;68;56_Emarcadero_Avenue;Suite_10;Richmond;VA;USA;23220;Tuque@billsbikes.com;http://www.crystaldecisions.com;804-810-0002;804-810-0002
140;Bob´s_Bikes;Bob;Zarcalister;Mr;Owner;68;5011_Capital_Avenue;Ingen;Montpelier;VT;USA;5401;Zarcalister@forestedhills.com;http://www.crystaldecisions.com;802-338-6768;802-338-6769
141;Mike´s_Bikes;Michael;Cartman;Mr;Sales_Representative;102;3100_Aurora_Avenue_North;Suite_1000;Seattle;WA;USA;98110;Cartman@.com;http://www.crystaldecisions.com;206-694-9012;206-693-2323
142;Two_Wheelin´;Jann;Dolap;Ms;Owner;556;5007_White_Street;Ingen;Charleston;WV;USA;25309;Dolap@deportedperez.com;http://www.crystaldecisions.com;304-929-2882;304-929-2888
143;Down_Under_Bikes;Dave;Flynn;Mr;Sales_Representative;1621;8004_Alton_Drive;Suite_230;Sydney;New_South_Wales;Australia;2061;Flynn@towc.com;http://www.crystaldecisions.com;61-04-23556663;61-04-23556422
144;Canberra_Bikes;Craig;Stobbs;Mr;Owner;10663;7567_Caravan_Street;Ingen;Canberra;New_South_Wales;Australia;5353;Stobbs@platousport.com;http://www.crystaldecisions.com;61-03-99231124;61-03-99231129
145;Kangeroo_Trikes;Sandra;Anderson;Mrs;Sales_Representative;9595;78_East_Phillips_Street;Suite_300;Melbourne;Victoria;Australia;2155;Anderson@lbike.com;http://www.crystaldecisions.com;61-05-36629921;61-05-36623420
146;Bruce´s_Bikes;Bruce;Hyde;Mr;Owner;1138;7910_35th_Avenue;Ingen;Churchill;Victoria;Australia;4774;Hyde@.erpanamacom;http://www.crystaldecisions.com;61-02-99311424;61-02-99313434
147;Peddles_of_Perth;Vanessa;Jacobsen;Ms;Sales_Manager;8945;3200_Wilcrest_Road;Suite_300;Perth;Western_Australia;Australia;3326;Jacobsen@lndeportes.com;http://www.crystaldecisions.com;61-04-30339148;61-04-30333433
148;Koala_Road_Bikes;Nathan;Wu;Mr;Sales_Manager;6745;3001_Grantsview_Street;Suite_12;Brisbane;Queensland;Australia;4600;Wu@manilabicycles.com;http://www.crystaldecisions.com;61-01-52311344;61-01-52314633
149;Tasmanian_Devil_Bikes;Todd;Llyod;Mr;Sales_Representative;1740;12_Eastdune_Lane;Ingen;Hobart;Tasmania;Australia;912;Llyod@warsawsports.com;http://www.crystaldecisions.com;61-01-32335455;61-01-32335433
150;Bicicletas_San_Santiago;Ricardo;Fernandes;Mr;Sales_Associate;10662;32111_Perez_Road;Ingen;Santiago;Providencia;Chile;34211;Fernandes@souzelbike.com;http://www.crystaldecisions.com;56-2-2942-9021;56-2-2942-9009
151;Paradise_Sports;Johnny;Horton;Mr;Owner;1530;444_Victoria_Avenue;Ingen;Road_Town;Tortola;British_Virgin_Islands;F3R_6T9;Horton@evorafamily.com;http://www.crystaldecisions.com;284-987-4738;284-987-4740
152;Brasilia_Bikes_Inc;Felipe;Silva;Mr;Owner;14302;Rua_Fernando,_991;Suite_223;Brasilia;Distrito_Federal;Brazil;23293-300;Silva@lisboncycle.com;http://www.crystaldecisions.com;55-85-3211-7382;55-85-3211-7342
153;Bicicletas_de_Montaña_La_Paz;Juan;Gomez;Mr;Owner;6269;Torrevieja_1030;Ingen;La_Paz;La_Paz;Bolivia;4542;Gomez@furia.com;http://www.crystaldecisions.com;55-092-89211;55-092-89201
154;Royal_Cycle;Henryk;Featherstone;Mr;Owner;3494;5402_Green_Bay_Road;Suite_500;Hamilton;Pembroke_Parish;Bermuda;46557;Featherstone@budapestsports.com;http://www.crystaldecisions.com;809-295-9023;809-295-6944
155;Dhaka_Bike_Store;Junaid;Panikkar;Mr;Owner;4684;670/C_Tejgaon_I/A4350;Ingen;Dhaka;Dhaka;Bangladesh;346457;Panikkar@moscowbike.com;http://www.crystaldecisions.com;880-91-478-343;880-91-478-928
156;Beach_Cycle_and_Sport;Warren;Donovan;Mr;Owner;14463;779_Beach_Drive;Ingen;Nassau;New_Providence;Bahamas;5466;Donovan@foreveryoung.com;http://www.crystaldecisions.com;242-0-343-3043;242-0-343-3034
157;Aruba_Sport;Jerry;Cashwell;Mr;Owner;3240;Av._Cobre_1212;Ingen;Oranjestad;St._George;Aruba;655456;Cashwell.@saveoncycles.com;http://www.crystaldecisions.com;58-09-8382-9292;58-09-8382-9299
158;Bicicletas_Buenos_Aires;Carlos;Martinez;Mr;Owner;55664;Sitio_del_Niño_8992;Ingen;Buenos_Aires;Mendoza;Argentina;6755_56;Martinez@platinumsports.com;http://www.crystaldecisions.com;54-1-939-202022;54-1-939-202029
159;Barbados_Sports,_Ltd;Luke;Jones;Mr;Sales_Manager;4444;450_Wilmont_Street;Ingen;Bridgetown;Bridgetown;Barbados;4532;Jones@fastmover.com;http://www.crystaldecisions.com;246-877-2628;246-876-0284
160;Pedales_de_Bogota;Fernando;Valdez;Mr;Sales_Manager;32748;Vía_Morelos_10001;Ingen;Bogota;Cundinamarca;Colombia;43533;Valdez@unitedbikes.com;http://www.crystaldecisions.com;57-32-2029-2949;57-32-2029-2923
161;Galaxy_Outdoors;Jimmy;Ng;Mr;Owner;10426;127-190_Nathan_Road;Mon_Kwok;Hong_Kong;Hong_Kong;China;664463;Ng@jrbiking.com;http://www.crystaldecisions.com;852-6274-9201;852-6274-9297
162;East_Budapest_Sports;Marianna;Chose;Mr;Sales_Representative;59256;3424_Budapest,_Bartók_Béla_út_231;Ingen;Budapest;Budapest;Hungary;1062;Chose@sanstone.com;http://www.crystaldecisions.com;32-20-9402-4994;32-20-9402-4995
163;India_Cycle_and_Co;Paja;Al_Majid;Mr;Owner;49775;H.O.-_2370_Janpath;Ingen;New_Delhi;New_Delhi;India;3257;Al_Majid@heuristic.com;http://www.crystaldecisions.com;91-22-4002-0322;91-22-4002-0333
164;Jakarta_Sunrise_Sports;Wu;Padang;Mr;Owner;6333;Jl_Aipda_KS_Tubun_56_F;Ingen;Jakarta;Jawa_Bara_West_Java;Indonesia;4532;Padang@ministrysports.com;http://www.crystaldecisions.com;62-21-093-0223;62-21-093-0229
165;Hillcrest_Cycle;Lenny;Kenwood;Mr;Owner;87906;22_Green_Avenue;Ingen;Dublin;Dublin;Ireland;;Kenwood@equatorcycle.com;http://www.crystaldecisions.com;353-01-3932-0422;353-01-3932-0443
166;Island_Bikes;Jerry;Andover;Mr;Owner;38244;3411_Bexhill_Road;Ingen;Kingston;Kingston;Jamaica;23001;Andover@tomsplace.com;http://www.crystaldecisions.com;876-733-0062;876-733-9221
167;Nishimoto_Sports;Hiro;Nishimoto;Mr;Owner;40965;Bridgeway_Bldg,_2F;Hirakawa-cho;Tokyo;Tokyo_To;Japan;129-2323;Nishimoto@hikersbikers.com;http://www.crystaldecisions.com;81-3-5212-2321;81-3-5212-0327
168;Nairobi_Sports_Center;Ren;Janmohammed;Ms;Owner;6924;3451_Parliament_Road;Ingen;Nairobi;Nairobi;Kenya;646411;Janmohammed@coastalline.com;http://www.crystaldecisions.com;254-2-202-4921;254-2-202-4934
169;Cairo_Bicycles,_Inc;Elan;Abbibi;Mr;Owner;10362;PO_Box:_33417;Ingen;Cairo;Cairo;Egypt;786333;Abbibi@tienda.com;http://www.crystaldecisions.com;20-023-023114;20-023-023143
170;Ruedas_de_Santo_Domingo;Antonio;Santos;Mr;Owner;63365;Seminario_5531_Carretas;Ingen;Santo_Domingo;Santo_Domingo;Dominican_Republic;685533;Santos@folkochfa.com;http://www.crystaldecisions.com;809-203-203;809-233-232
171;Bicicletas_San_Jose;Julio;Morenzo;Mr;Owner;56344;Agustín_de_Iturbide_772;Ingen;San_José;San_José;Costa_Rica;45678;Morenzo@sab.com;http://www.crystaldecisions.com;506-239-0932;506-239-0939
172;Prague_Sports;Eric;Kenelek;Mr;Sales_Manager;10552;PO_Box_2321;Ingen;Prague;Prague;Czech_Republic;9864;Kenelek@taipeisports.com;http://www.crystaldecisions.com;420-002-2042;420-002-2044
173;Copenhagen_Sports_and_Cycle;Sven;Van_Bauer;Mr;Sales_Representative;97460;Gammel_Mont_4341;Ingen;Copenhagen;Jutland;Denmark;1050;Van_Bauer@bangkiksports.com;http://www.crystaldecisions.com;45-3530-3055;45-3530-3034
174;Superbicicletas_Ecuador_Ltd;Ricardo;Martinez;Mr;Owner;2554;Ejército_Nacional_No._1450;Ingen;Quito;Pichincha;Ecuador;755457;Martinez@ankarabicycle.com;http://www.crystaldecisions.com;593-3-303-200;593-3-303-211
175;Athens_Bicycle_Co;Andres;Arnadis;Mr;Sales_Representative;11101;PO_Box_211966;Ingen;Athens;Evia_Evvoia;Greece;1124;Arnadis@kiev-north.com;http://www.crystaldecisions.com;30-1-7754-4040;30-1-7754-4041
176;Tel_Aviv_Outdoors;David;Azur;Mr;Owner;43064;3435_Tel_Giborim;Ingen;Tel_Aviv;Tel_Aviv;Israel;6799;Azur@uaecycle.com;http://www.crystaldecisions.com;972-3-403-30411;972-3-403-30234
177;En_ruedas_Panama;Fernando;Perez;Mr;Sales_Agent;2935;Cl_20_San_Francisco_91;Ingen;Panama;Panama;Panama;346668;Perez@karmabikes.com;http://www.crystaldecisions.com;507-023-0031;507-023-0023
178;Islamabad_Bike_Stores;Sanji;Jamal;Ms;Sales_Manager;5487;423,_Shah_Jamal_Road;Ingen;Islamabad;Islamabad;Pakistan;4346;Jamal@backpedalcycle.com;http://www.crystaldecisions.com;92-21-2000-0294;92-21-2000-0234
179;Manila_Bicycle_Store;Maria;Hernandez;Ms;Owner;11301;43121_Quezon_Avenue;Ingen;Manila;Manila_Metropolitan_Area;Philippines;34008;Hernandez@tyredout.com;http://www.crystaldecisions.com;63-455-303-0221;63-455-303-0223
180;Deportes_Perez;Paolo;Perez;Mr;Owner;7646;Avda._Amador_Guerrero,_3220;Ingen;Managua;Managua;Nicaragua;4524576;Perez@hasbeenbikes.com;http://www.crystaldecisions.com;505-311-403-0082;505-311-403-0098
181;Sports_Fever;Duke;Manson;Mr;Sales_Manager;43322;1102_Greystone_Drive;Ingen;Wellington;Wellington;New_Zealand;;Manson@cycliststrail.com;http://www.crystaldecisions.com;64-7-3903-4003;64-7-3903-4004
182;Kathmandu_Sports;Ngan;Xu;Mr;Owner;7613;4325_Tielu_Street;Ingen;Kathmandu;Kathmandu;Nepal;7493;Xu@dealsonwheels.com;http://www.crystaldecisions.com;977-099-20332;977-099-23444
183;Lima_Norte_Deportes;Ricardo;Montabella;Mr;Owner;26935;Av_El_Dorado,_4211;Ingen;Lima;Lima;Peru;5665;Montabella@ourwheels.com;http://www.crystaldecisions.com;51-1-2042-2043;51-1-2042-2049
184;Eurocycle;Pierre;Van_Kroger;Mr;Sales_Agent;6835;39,_rue_du_Baerendal;Ingen;Luxembourg;Luxembourg;Luxembourg;L-3360;Van_Kroger@radbikes.com;http://www.crystaldecisions.com;352-45-204-203;352-45-204-210
185;Kuala_Lumpur_Central_Cycle;Rennie;Chung;Mr;Owner;3985;No._4902_Lengkok_Paya_Terubong,;11060_Air_Itam;Kuala_Lumpur;Kuala_Lumpur;Malaysia;478886;Chung@insanecycle.com;http://www.crystaldecisions.com;60-3-0303-0990;60-3-0303-0922
186;Ulaanbaatar_Cycle;Po-Yan;Ying;Mr;Owner;5224;8-9/F_Fu_Da_Bidg._2342;Ingen;Ulaanbaatar;Ulaanbaatar;Mongolia;;mgr@wheels.com;http://www.crystaldecisions.com;976-1-392-2492;976-1-392-2423
187;Deportes_Mexico_City;Julio;Estes;Mr;Sales_Manager;1445;Vía_Morelos_3343;Ingen;Ciudad_de_Mexico;Distrito_Federal;Mexico;24421;Estes@spokesnwheels.com;http://www.crystaldecisions.com;52-3-230-9993;52-3-230-9343
188;Forever_Young_Sports;Cam;Jackson;Mr;Owner;23180;5011_Sunset_Avenue_West;Suite_132;Castries;Castries;Saint_Lucia;3342;Jackson@posercycles.com;http://www.crystaldecisions.com;758-422-092;758-422-099
189;Equator_Cycle;Chuck;Van_Morrison;Mr;Owner;56501;53990_Sable_Court;Ingen;Pretoria;Gauteng_(PWV);South_Africa;2341;Van_Morrison@bikecellar.com;http://www.crystaldecisions.com;27-11-234-0400;27-11-234-0440
190;Ankara_Bicycle_Company;Fatih;Cekirge;Mr;Sales_Manager;43001;PO_Box_2121;Ingen;Ankara;Ankara;Turkey;443665;Cekirge@alleycat.com;http://www.crystaldecisions.com;90-212-2399-3403;90-212-2399-0093
191;Moscow_Bike_Company;Alex;Federov;Mr;Sales_Agent;43787;Perovskaya_ul.,_3452;Ingen;Moscow;Moscow;Russia;7655433;Federov@cgate.com;http://www.crystaldecisions.com;7-095-2349-2042;7-095-2349-2991
192;Sanstone_Cycle;Young;Lee;Mr;Sales_Manager;3300;24_Evergreen_Square;Suite_B;Singapore;Singapore;Singapore;311435;Lee@hookedhelmet.com;http://www.crystaldecisions.com;65-321-0072;65-321-4545
193;Budapest_Sports;Dario;Ionascu;Mr;Owner;23247;Blvd._N._Balcescu_2322;Ingen;Bucharest;Bucharesti;Romania;4532211;Ionascu@clearairtrans.com;http://www.crystaldecisions.com;40-1-2332-8585;40-1-2332-8580
194;Save-on-Cycles;Julianne;Derby;Ms;Owner;70000;245_Mill_Avenue;Ingen;Riyadh;Eastern_Province;Saudi_Arabia;3634422;Derby@whistlertrntals.com;http://www.crystaldecisions.com;966-1-3404-3941;966-1-3404-3979
195;Bangkok_Sports;Lee;Chang;Mr;Owner;70001;133/7_Yaowarat_Road;Ingen;Bangkok;Bangkok;Thailand;6865;Chang@trailblazers.com;http://www.crystaldecisions.com;66-2-9400-2022;66-2-9400-2322
196;Hanoi_Bike_Company;Twan;Ha;Mr;Owner;15492;Ho_Chi_Minh_3411;Ingen;Hanoi;Hanoi;Vietnam;43HJG;Ha@bikesntrikes.com;http://www.crystaldecisions.com;84-4-992-20202;84-4-992-20234
197;Tienda_de_Repuestos_Caracas;Maria;Santos;Mrs;Owner;36000;Av_San_Jorge_2011;Ingen;Caracas;Distrito_Federal;Venezuela;32111;Santos@rockshocks.com;http://www.crystaldecisions.com;58-2-3434-7728;58-2-3434-7771
198;UAE_Cycle;Vivek;Parmar;Mr;Sales_Representative;95901;Post_Box:_278;Ingen;Abu_Dhabi;Abu_Dhabi;United_Arab_Emirates;3453;Parmar@mountainmadmen.com;http://www.crystaldecisions.com;971-4-9673-9987;971-4-9673-9997
199;Harare_Cycle;Dwight;Mallel;Mr;Owner;22600;4290_Shell_Aveneue;Ingen;Harare;Distrito_Federal;Zimbabwe;403943;Mallel@offroadbike.com;http://www.crystaldecisions.com;263-4-943-9034;263-4-943-9035
201;Kiev-North_Sports;Leon;Demidov;Mr;Sales_Representative;84501;Krzhizhanovskogo_ul.,_5663;Ingen;Kiev;Kiev;Ukraine;6865986;Demidov@psychocycle.com;http://www.crystaldecisions.com;380-44-923-2302;380-44-923-2345
202;Sunrise_Cycle;Josephine;McGillan;Mrs;Sales_Representative;1690;40_Chartwell_Drive;Ingen;Ashford;Kent;England;BH7_7EL;McGillan@bikeaholics.com;http://www.crystaldecisions.com;44-135-342-2932;44-135-342-2922
203;Source_One_Cycle;Tina;Waldorf;Ms;Sales_Agent;1120;19_Old_Christchurch_Road;Ingen;Bournemouth;Dorset;England;BH1_2EW;Waldorf@pathfinders.com;http://www.crystaldecisions.com;44-334-449-0291;44-334-449-2893
204;Wheel_to_Wheel;Brent;Butterfield;Mr;Sales_Representative;5913;199_Bisley_Street;Ingen;Southampton;Hampshire;England;SO15_1AG;Butterfield@rowdyrims.com;http://www.crystaldecisions.com;44-171-377-9766;44-171-377-9321
205;McDonald_Klein_Sports;Trent;McDonald;Mr;Owner;3618;40_Epping_road;Suite_245;Bristol;Avon;England;BS1_3AD;McDonald@greatbike.com;http://www.crystaldecisions.com;44-341-211-0431;44-341-211-0233
206;Tom´s_Bikes;Thomas;Dadwood;Mr;Sales_Representative;36330;14_Kipling_Avenue;Ingen;Nottingham;Nottinghamshire;England;NG1_5RH;Dadwood@madmountain.com;http://www.crystaldecisions.com;44-377-573-0294;44-377-920-1331
207;Hit_the_Dirt;Samantha;Raintree;Ms;Owner;4637;91_Bruton_Road;Ingen;Cambridge;Cambridgeshire;England;CB2_3DT;Raintree@offthemountain.com;http://www.crystaldecisions.com;44-334-530-0193;44-334-530-0930
208;LifeCycle;Derek;Young;Mr;Owner;6644;59_Beacon_Hill_Road;Ingen;Leeds;West_Yorkshire;England;LS1_6ET;Young@fulcrum.com;http://www.crystaldecisions.com;44-131-321-8432;44-131-321-8445
209;Westerly_Sports;Shelly;Cornwall;Miss;Owner;47;3_Old_Duke_Circus;Floor_11;Birmingham;West_Midlands;England;B2_4JQ;Cornwall@spokes.com;http://www.crystaldecisions.com;44-171-341-0763;44-171-645-0765
210;Donview_Bike_Co;Russ;Clemmens;Mr;Sales_Agent;35;41_South_Gate;St_Matthews_House;Sunderland;Co_Durham;England;SR6_8DB;Clemmens@tothelimit.com;http://www.crystaldecisions.com;44-171-449-9201;44-171-449-9204
211;Platinum_Sports;Timothy;Gilligan;Mr;Sales_Agent;10800;31_West_Colton_Drive;Ingen;Edinburgh;Lothian;Scotland;EH2_2PB;Gilligan@spokesfolks.com;http://www.crystaldecisions.com;44-131-330-6981;44-131-330-5100
212;Dublin_Cycle_Centre;Shane;O´Tool;Mr;Owner;2727;6_South_Moor_Lane;Ingen;Dublin;Dublin;Ireland;;O´Tool@herculesmountain.com;http://www.crystaldecisions.com;353-1-7973-9201;353-1-7973-9237
213;Top_´o´_the_World_Cycle;Mike;O´Sullivan;Mr;Owner;8968;156_Slaight_Road;Suite_102;Belfast;County_Antrim;Northern_Ireland;BT2_7AP;O´Sullivan@pedals.com;http://www.crystaldecisions.com;44-1232-462002;44-1232-422942
214;Bicycle_Basics;Drew;Broadwin;Mr;Sales_Manager;72000;59_Old_Stone_Road;Ingen;Cardiff;South_Glamorgan;Wales;CF1_2EQ;Broadwin@roadrunners.com;http://www.crystaldecisions.com;44-1452-029-0292;44-1452-029-0442
215;Great_Outdoors;Jackie;Ball;Ms;Owner;3025;17_West_Port_Circle;Ingen;Manchester;Greater_Manchester;England;M60_2DS;Ball@blazingsaddles.com;http://www.crystaldecisions.com;44-131-319-3600;44-131-319-3643
216;Exeter_Cycle_Source;Sid;Moore;Mr;Owner;1030;55_Cornwall_Drive;Ingen;Exeter;Devon;England;EX4_3SP;Moore@extremecycling.com;http://www.crystaldecisions.com;44-181-866-0293;44-181-866-2032
217;Picadilly_Cycle;Julian;Windsor;Mr;Owner;5321;29_West_Chesterfield_Avenue;Ingen;London;Greater_London;England;SW19_4UE;Windsor@corporatecycle.com;http://www.crystaldecisions.com;44-171-531-0221;44-171-531-0223
218;Life_Cycle_Centre;Rod;Filmore;Mr;Owner;8820;1_Featherstone_Way;Sunflower_House;Maidenhead;Berkshire;England;SL6_2PZ;Filmore@crankcompenents.com;http://www.crystaldecisions.com;44-181-221-0328;44-181-223-9320
219;Cycle_Fever;Jake;Cosgrove;Mr;Sales_Representative;6629;2002_Bloor_Street_West;Suite_102;Toronto;ON;Canada;M6S_4X9;Cosgrove@unicycle.com;http://www.crystaldecisions.com;416-766-5007;416-761-5007
220;Wheels_´n´_Deals;Sylvia;Canton;Ms;Sales_Manager;2851;168_Creswell_Drive;Ingen;Beaconsfield;PQ;Canada;H9W_1E7;Canton@wheelsnstuff.com;http://www.crystaldecisions.com;514-697-0077;514-695-9901
221;Halifax_Cycle_Centre;Grant;Targell;Mr;Sales_Manager;1489;1946_Herring_Cove_Road;Ingen;Halifax;NS;Canada;B3R_1V9;Targell@changinggears.com;http://www.crystaldecisions.com;902-477-9666;902-477-3201
222;Dag_City_Cycle;Dag;Jozwell;Mr;Sales_Representative;1277;2975_Portage_Street;Ingen;Winnipeg;MB;Canada;R3J_0N9;Jozwell@blazingbikes.com;http://www.crystaldecisions.com;204-949-6053;204-948-0012
223;Don´t_Tread_On_Me;Don;Julian;Mr;Owner;5880;20011_Slater_Street;Ingen;Ottawa;ON;Canada;K1A_3W9;Julian@bikesbrothers.com;http://www.crystaldecisions.com;613-235-6617;613-230-9826
224;Min_Dong_Toy_Store;Fang;Zhou;Mrs;Sales_Manager;6467;411_Yanan_Rd,_#301;Ingen;Shanghai;Shanghai;China;200239;Zhou@rockyroadsters.com;http://www.crystaldecisions.com;86-10-5353-7878;862-10-5353-7879
225;JinJing_Sports;Fan;Zhang;Mr;Owner;13435;585_Jian_She_Road;Ingen;Tianjin;Tianjin;China;356001;Zhang@onetrachmind.com;http://www.crystaldecisions.com;86-10-9536-0909;86-10-9536-0910
226;Yue_Xiu_Bicycles;XinQiang;Wang;Mr;Owner;17485;777_Jian_Guo_Avenue;Ingen;Guangzhou;Guangdong;China;370999;Wang@hangintwo.com;http://www.crystaldecisions.com;86-21-3492-3294;86-21-3492-3296
227;Hao_Nannu_Outdoors;Dong_Sheng;Yu;Mr;Owner;8820;888_Chuan_Qian_Road;Ingen;Chengdu;Sichuan;China;250895;Yu@familybiking.com;http://www.crystaldecisions.com;86-21-8392-3283;86-21-8392-3232
228;Globe_Bike;David;Chan;Mr;Sales_Manager;10246;383-407_Hennessy_Road;Wan_Chai;Hong_Kong;Hong_Kong;China;573222;Chan@worldoftires.com;http://www.crystaldecisions.com;852-4667-9393;852-4667-9393
229;Newpeople_Biking_Ltd;Edward;Yan;Mr;Owner;7981;600_Jordan_Road;Kowloon;Hong_Kong;Hong_Kong;China;863356;Yan@olympicbikes.com;http://www.crystaldecisions.com;852-3778-2929;852-3778-2927
230;C&C_Sports_People;Mark;Wang;Mr;Owner;2546;Floor_3,_100_East_Point_Road;Causeway_Bay;Hong_Kong;Hong_Kong;China;357677;Wang@bikestrikes.com;http://www.crystaldecisions.com;852-3838-1919;852-3838-1929
231;AIC_Childrens;Ng_Chun;Yuen;Mr;Owner;5880;303-404_Pricecess_Building;Central;Hong_Kong;Hong_Kong;China;439433;Yuen@tearsforgears.com;http://www.crystaldecisions.com;852-3998-2044;852-3832-1071
232;Fast_Mover_Pte_Ltd;Tan_Boon;Cheng;Mr;Owner;4751;108_International_Business_Park;Ingen;Singapore;Singapore;Singapore;609929;Cheng@caledonia.com;http://www.crystaldecisions.com;65-533-0932;65-533-4395
233;United_Bikers;Mary;Lim;Mrs;Owner;26489;338_Robinson_Road;Ingen;Singapore;Singapore;Singapore;368911;Lim@bikingbums.com;http://www.crystaldecisions.com;65-775-4677;65-775-0372
234;JR_Biking_Limited;Lee_Kah;Seng;Mr;Owner;1019;1800_Exeter_Road;Ingen;Singapore;Singapore;Singapore;239732;Seng@firstgear.com;http://www.crystaldecisions.com;65-209-3341;65-209-3001
235;Heuristic_Beach_Pte_Ltd;Abdul_Rahman_Bin;Fandi;Mr;Owner;1824;2048_Alexandra_Road;Suite_100;Singapore;Singapore;Singapore;119954;Fandi@againstthewind.com;http://www.crystaldecisions.com;65-227-3432;65-227-4677
236;Ministry_of_Sports;Ben;Govindansamy;Mr;Sales_Manager;8820;16_Maxwell_Road;Ingen;Singapore;Singapore;Singapore;169111;Govindansamy@citycyclists.com;http://www.crystaldecisions.com;65-455-2311;65-455-0038
